ID,name,country,origin,latitude,longitude,status,primaryfuel,secondaryfuel,capacity,lincost,cyclecost,minuptime,mindowntime,minonlinecapacity,rampingup,rampingdown,fixedomcost,varomcost,levcapcost,capacityold,lincostold,age
ZollingCoalCHPPowerPlantGermany,ZollingCoalCHPPowerPlantGermany,DEU,n960,48.4554,11.8017,Online,Coal,Unknown,474.0,41.32528947,30810.0,8,8,94.8,0.4,0.4,61301,2.1,0.12,474.0,41.32528947,old
ReuterWestCHPCoalPowerPlantGermany,ReuterWestCHPCoalPowerPlantGermany,DEU,n802,52.535,13.2427,Online,Coal,Unknown,600.0,41.25695702,39000.0,8,8,120.0,0.4,0.4,61301,2.1,0.12,600.0,41.25695702,old
HeilbronnCoalCHPPowerPlantGermany,HeilbronnCoalCHPPowerPlantGermany,DEU,n944,49.176,9.2073,Online,Coal,Unknown,1066.0,36.81506681,69290.0,8,8,213.2,0.4,0.4,61301,2.1,0.12,1066.0,36.81506681,old
BerlinLichterfeldeCHPPowerPlantGermany,BerlinLichterfeldeCHPPowerPlantGermany,DEU,n808,52.4247,13.3102,Online,Gas,Unknown,450.0,59.65987364,24750.0,2,4,180.0,1.0,1.0,32151,2.7,0.06,450.0,59.65987364,old
Franken1PowerPlantGermany,Franken1PowerPlantGermany,DEU,n933,49.4209,11.0081,Online,Gas,Unknown,843.0,58.31027733,46365.0,2,4,337.2,1.0,1.0,32151,2.7,0.06,843.0,58.31027733,old
HuckingenThermalPowerPlantGermany,HuckingenThermalPowerPlantGermany,DEU,n876,51.3763,6.7239,Online,Coal,Unknown,640.0,36.18185921,41600.0,8,8,128.0,0.4,0.4,61301,2.1,0.12,640.0,36.18185921,old
IbbenburenCoalPowerPlantGermany,IbbenburenCoalPowerPlantGermany,DEU,n832,52.2865,7.7464,Online,Coal,Unknown,838.0,35.98372796,54470.0,8,8,167.6,0.4,0.4,61301,2.1,0.12,838.0,35.98372796,old
IngolstadtThermalPowerPlantGermany,IngolstadtThermalPowerPlantGermany,DEU,n953,48.7614,11.5032,Online,Oil,Unknown,840.0,132.964748,46200.0,2,4,336.0,1.0,1.0,32151,2.7,0.06,840.0,132.964748,old
KarlsruheRDK7and8PowerPlantGermany,KarlsruheRDK7and8PowerPlantGermany,DEU,n955,49.0131,8.308,Online,Coal,Unknown,1462.0,38.28272286,95030.0,8,8,292.4,0.4,0.4,61301,2.1,0.12,1462.0,38.28272286,old
KarlsruheRDK4sPowerPlantGermany,KarlsruheRDK4sPowerPlantGermany,DEU,n955,49.0133,8.3028,Online,Gas,Unknown,365.0,57.57905341,20075.0,2,4,146.0,1.0,1.0,32151,2.7,0.06,365.0,57.57905341,old
KnapsackCCGTPowerPlantGermany,KnapsackCCGTPowerPlantGermany,DEU,n904,50.8621,6.8491,Online,Unknown,Unknown,430.0,117.24245690000001,27950.0,8,8,172.0,1.0,1.0,0,0.0,0.0,430.0,117.24245690000001,old
RostockCHPCoalPowerPlantGermany,RostockCHPCoalPowerPlantGermany,DEU,n774,54.1414,12.1319,Online,Coal,Unknown,553.0,40.28625753,35945.0,8,8,110.6,0.4,0.4,61301,2.1,0.12,553.0,40.28625753,old
GustavKnepperCoalPowerPlantGermany,GustavKnepperCoalPowerPlantGermany,DEU,n875,51.5683,7.3489,Online,Coal,Unknown,364.0,36.66119462,23660.0,8,8,72.8,0.4,0.4,61301,2.1,0.12,364.0,36.66119462,old
WestfalenCoalPowerPlantGermany,WestfalenCoalPowerPlantGermany,DEU,n858,51.6805,7.9696,Online,Coal,Unknown,305.0,39.82174979,19825.0,8,8,61.0,0.4,0.4,61301,2.1,0.12,305.0,39.82174979,old
MehrumCoalPowerPlantGermany,MehrumCoalPowerPlantGermany,DEU,n822,52.315,10.093,Online,Coal,Unknown,750.0,34.84151436,48750.0,8,8,150.0,0.4,0.4,61301,2.1,0.12,750.0,34.84151436,old
VeltheimCoalPowerPlantGermany,VeltheimCoalPowerPlantGermany,DEU,n833,52.1898,8.9335,Online,Coal,Unknown,320.0,41.71170037,20800.0,8,8,64.0,0.4,0.4,61301,2.1,0.12,320.0,41.71170037,old
LauswardECHPCoalPowerPlantGermany,LauswardECHPCoalPowerPlantGermany,DEU,n890,51.222,6.7317,Online,Coal,Unknown,458.0,35.9235984,29770.0,8,8,91.6,0.4,0.4,61301,2.1,0.12,458.0,35.9235984,old
WestfalenHammCoalPowerPlantGermany,WestfalenHammCoalPowerPlantGermany,DEU,n858,51.6766,7.9724,Online,Coal,Unknown,1600.0,41.83555002,104000.0,8,8,320.0,0.4,0.4,61301,2.1,0.12,1600.0,41.83555002,old
HamburgMoorburgCHPCoalPowerPlantGerrmany,HamburgMoorburgCHPCoalPowerPlantGerrmany,DEU,n788,53.489,9.949,Online,Coal,Unknown,1640.0,37.02363512,106600.0,8,8,328.0,0.4,0.4,61301,2.1,0.12,1640.0,37.02363512,old
Irsching3PowerPlantGermany,Irsching3PowerPlantGermany,DEU,n950,48.766999999999996,11.58,Online,Gas,Unknown,440.0,52.08714331,24200.0,2,4,176.0,1.0,1.0,32151,2.7,0.06,440.0,52.08714331,old
EemsCCGTPowerPlantNetherlands,EemsCCGTPowerPlantNetherlands,NLD,n607,53.4348,6.8791,Online,Gas,Unknown,1705.0,51.83870799,93775.0,2,4,682.0,1.0,1.0,32151,2.7,0.06,1705.0,51.83870799,old
SloeCCGTCHPPowerPlantNetherland,SloeCCGTCHPPowerPlantNetherland,NLD,n536,51.4481,3.6926,Online,Gas,Unknown,870.0,54.67237913,47850.0,2,4,348.0,1.0,1.0,32151,2.7,0.06,870.0,54.67237913,old
RijnmondCCGTpowerplantNetherland,RijnmondCCGTpowerplantNetherland,NLD,n621,51.8902,4.3552,Online,Gas,Unknown,790.0,51.20568432,43450.0,2,4,316.0,1.0,1.0,32151,2.7,0.06,790.0,51.20568432,old
DenHagueRepowerCHPPowerPlantNetherlands,DenHagueRepowerCHPPowerPlantNetherlands,NLD,n621,52.076,4.2905,Online,Gas,Unknown,120.0,54.108489399999996,6600.0,2,4,48.0,1.0,1.0,32151,2.7,0.06,120.0,54.108489399999996,old
Diemen33CCGTCHPPowerPlantNetherlands,Diemen33CCGTCHPPowerPlantNetherlands,NLD,n619,52.3389,5.0213,Online,Gas,Unknown,266.0,53.57115102,14630.0,2,4,106.4,1.0,1.0,32151,2.7,0.06,266.0,53.57115102,old
Diemen34CCGTCHPPowerPlantNetherlands,Diemen34CCGTCHPPowerPlantNetherlands,NLD,n619,52.3384,5.0218,Online,Gas,Unknown,435.0,55.23547085,23925.0,2,4,174.0,1.0,1.0,32151,2.7,0.06,435.0,55.23547085,old
FlevoMaximaCentraleCCGTPowerPlantNetherlands,FlevoMaximaCentraleCCGTPowerPlantNetherlands,NLD,n614,52.5772,5.53,Online,Gas,Unknown,860.0,58.18935599,47300.0,2,4,344.0,1.0,1.0,32151,2.7,0.06,860.0,58.18935599,old
EnecogenCCGTPowerPlantNetherlands,EnecogenCCGTPowerPlantNetherlands,NLD,n621,51.957,4.0916,Online,Gas,Unknown,870.0,57.07186232,47850.0,2,4,348.0,1.0,1.0,32151,2.7,0.06,870.0,57.07186232,old
LangeweideCHPPowerPlantNetherlands,LangeweideCHPPowerPlantNetherlands,NLD,n619,52.1026,5.0713,Online,Gas,Unknown,266.0,59.85207658,14630.0,2,4,106.4,1.0,1.0,32151,2.7,0.06,266.0,59.85207658,old
MerwedekanaalCHPPowerPlantNetherlands,MerwedekanaalCHPPowerPlantNetherlands,NLD,n619,52.1017,5.0794,Online,Gas,Unknown,425.0,59.85746186,23375.0,2,4,170.0,1.0,1.0,32151,2.7,0.06,425.0,59.85746186,old
Hemweg9CCGTCHPPowerPlantNetherlands,Hemweg9CCGTCHPPowerPlantNetherlands,NLD,n617,52.4063,4.8418,Online,Gas,Unknown,435.0,54.55421136,23925.0,2,4,174.0,1.0,1.0,32151,2.7,0.06,435.0,54.55421136,old
ElstaCCGTPowerPlantNetherlands,ElstaCCGTPowerPlantNetherlands,NLD,n539,51.3331,3.7787,Online,Gas,Unknown,460.0,60.81348931,25300.0,2,4,184.0,1.0,1.0,32151,2.7,0.06,460.0,60.81348931,old
MaasstroomCCGTPowerPlantNetherlands,MaasstroomCCGTPowerPlantNetherlands,NLD,n621,51.8901,4.352,Online,Gas,Unknown,428.0,60.61690439,23540.0,2,4,171.2,1.0,1.0,32151,2.7,0.06,428.0,60.61690439,old
MagnumCCGTPowerPlantNetherland,MagnumCCGTPowerPlantNetherland,NLD,n607,53.448,6.8527,Online,Gas,Unknown,1290.0,55.00168451,70950.0,2,4,516.0,1.0,1.0,32151,2.7,0.06,1290.0,55.00168451,old
Moerdijk2CCGTPowerPlantNetherlands,Moerdijk2CCGTPowerPlantNetherlands,NLD,n624,51.6861,4.580278,Online,Gas,Unknown,430.0,52.76751887,23650.0,2,4,172.0,1.0,1.0,32151,2.7,0.06,430.0,52.76751887,old
Moerdijk1CHPPowerPlantNetherlands,Moerdijk1CHPPowerPlantNetherlands,NLD,n624,51.6849,4.5805,Online,Gas,Unknown,339.0,52.99650294,18645.0,2,4,135.6,1.0,1.0,32151,2.7,0.06,339.0,52.99650294,old
SwentiboldCHPPowerPlantNetherlands,SwentiboldCHPPowerPlantNetherlands,NLD,n628,50.9721,5.7911,Online,Gas,Unknown,231.0,51.40648289,12705.0,2,4,92.4,1.0,1.0,32151,2.7,0.06,231.0,51.40648289,old
AmerCHPCoalPowerPlantNetherlands,AmerCHPCoalPowerPlantNetherlands,NLD,n624,51.7081,4.8438,Online,Coal,Unknown,0.0,37.50322246,80925.0,8,8,249.0,0.4,0.4,61301,2.1,0.12,1245.0,37.50322246,old
GelderlandCoalPowerPlantNetherlands,GelderlandCoalPowerPlantNetherlands,NLD,n622,51.8561,5.8294,Online,Coal,Unknown,590.0,36.18137267,38350.0,8,8,118.0,0.4,0.4,61301,2.1,0.12,590.0,36.18137267,old
MaasvlakteElectrabelCoalPowerPlantNetherlands,MaasvlakteElectrabelCoalPowerPlantNetherlands,NLD,n621,51.9443,4.0723,Online,Coal,Unknown,800.0,37.20024679,52000.0,8,8,160.0,0.4,0.4,61301,2.1,0.12,800.0,37.20024679,old
Hemweg8CoalPowerPlantNetherlands,Hemweg8CoalPowerPlantNetherlands,NLD,n617,52.4049,4.8465,Online,Coal,Unknown,680.0,38.59817436,44200.0,8,8,136.0,0.4,0.4,61301,2.1,0.12,680.0,38.59817436,old
Maasvlakte12CoalPowerPlantNetherlands,Maasvlakte12CoalPowerPlantNetherlands,NLD,n621,51.9588,4.026,Online,Coal,Unknown,1080.0,38.20623044,70200.0,8,8,216.0,0.4,0.4,61301,2.1,0.12,1080.0,38.20623044,old
Maasvlakte3USCcoalPowerPlantNetherlands,Maasvlakte3USCcoalPowerPlantNetherlands,NLD,n621,51.9626,4.0217,Online,Coal,Unknown,1113.0,35.88352359,72345.0,8,8,222.6,0.4,0.4,61301,2.1,0.12,1113.0,35.88352359,old
EemshavenUSCCoalPowerPlantNetherlands,EemshavenUSCCoalPowerPlantNetherlands,NLD,n607,53.4441,6.856,Online,Coal,Unknown,0.0,38.59374103,104000.0,8,8,320.0,0.4,0.4,61301,2.1,0.12,1600.0,38.59374103,old
BorsseleCoalPowerPlantNetherland,BorsseleCoalPowerPlantNetherland,NLD,n536,51.4331,3.7169,Online,Coal,Unknown,406.0,37.37590225,26390.0,8,8,81.2,0.4,0.4,61301,2.1,0.12,406.0,37.37590225,old
MaasvlakteUCMLCHPPowerPlantNetherlands,MaasvlakteUCMLCHPPowerPlantNetherlands,NLD,n621,51.96,4.0254,Online,Gas,Unknown,80.0,58.57446679,4400.0,2,4,32.0,1.0,1.0,0,3.6,0.04,80.0,58.57446679,old
GallileistraatCHPPowerPlantNetherlands,GallileistraatCHPPowerPlantNetherlands,NLD,n621,51.9107,4.4269,Online,Gas,Unknown,230.0,54.81326651,12650.0,2,4,92.0,1.0,1.0,32151,2.7,0.06,230.0,54.81326651,old
RoCA3CHPPowerPlantNetherlands,RoCA3CHPPowerPlantNetherlands,NLD,n623,51.9536,4.5614,Online,Gas,Unknown,218.0,51.18014589,11990.0,2,4,87.2,1.0,1.0,32151,2.7,0.06,218.0,51.18014589,old
NeckarwestheimNuclearPowerPlantGermany,NeckarwestheimNuclearPowerPlantGermany,DEU,n952,49.04078176,9.175874306,Online,Nuclear,Unknown,2235.0,12.7991231,670500.0,24,24,447.0,0.33,0.33,122936,0.0,0.3,2235.0,12.7991231,old
AlmereCHPPowerPlantNetherlands,AlmereCHPPowerPlantNetherlands,NLD,n619,52.3883,5.2158,Online,Gas,Unknown,128.0,56.48998559,7040.0,2,4,51.2,1.0,1.0,32151,2.7,0.06,128.0,56.48998559,old
HarculoHC60(IJsselCentrale)PowerPlantNetherlands,HarculoHC60(IJsselCentrale)PowerPlantNetherlands,NLD,n616,52.468,6.1088,Online,Gas,Unknown,350.0,52.60883934,19250.0,2,4,140.0,1.0,1.0,32151,2.7,0.06,350.0,52.60883934,old
VelsenPowerPlantNetherlands,VelsenPowerPlantNetherlands,NLD,n617,52.4723,4.6331,Online,Gas,Unknown,820.0,52.98751379,45100.0,2,4,328.0,1.0,1.0,32151,2.7,0.06,820.0,52.98751379,old
ClausApowerPlantNetherlands,ClausApowerPlantNetherlands,NLD,n628,51.1542,5.907,Online,Gas,Unknown,640.0,58.27340598,35200.0,2,4,256.0,1.0,1.0,32151,2.7,0.06,640.0,58.27340598,old
PurmerendCHPPowerPlantNetherlands,PurmerendCHPPowerPlantNetherlands,NLD,n617,52.5161,4.9954,Online,Gas,Unknown,69.0,52.84521942,3795.0,2,4,27.6,1.0,1.0,0,3.6,0.04,69.0,52.84521942,old
IJmondCHPPowerPlantNetherlands,IJmondCHPPowerPlantNetherlands,NLD,n617,52.4758,4.6048,Online,Gas,Unknown,144.0,53.9679716,7920.0,2,4,57.6,1.0,1.0,32151,2.7,0.06,144.0,53.9679716,old
ShellPernisPowerPlantNetherlands,ShellPernisPowerPlantNetherlands,NLD,n621,51.881,4.3376,Online,Gas,Unknown,82.0,54.53459917,4510.0,2,4,32.8,1.0,1.0,0,3.6,0.04,82.0,54.53459917,old
CapljinaPumpedStoragePowerPlantBosniaandHerzegovina,CapljinaPumpedStoragePowerPlantBosniaandHerzegovina,BIH,n1358,43.013325,17.803991,Online,Hydro,Unknown,420.0,6.352690363,1806.0,0,0,42.0,1.0,1.0,14520,5.8,0.16,420.0,6.352690363,old
VisegradHydroelectricPowerPlantBosniaandHerzegovina,VisegradHydroelectricPowerPlantBosniaandHerzegovina,BIH,n1346,43.760324,19.289053,Online,Hydro,Unknown,315.0,6.1150605910000015,1354.5,0,0,31.5,1.0,1.0,14520,5.8,0.16,315.0,6.1150605910000015,old
SalakovacHydroelectricPowerPlantBosniaandHerzegovina,SalakovacHydroelectricPowerPlantBosniaandHerzegovina,BIH,n1254,43.447752,17.836906,Online,Hydro,Unknown,210.0,6.174028515,903.0,0,0,21.0,1.0,1.0,14520,5.8,0.16,210.0,6.174028515,old
JablanicaHydroelectricPowerPlantBosniaandHerzegovina,JablanicaHydroelectricPowerPlantBosniaandHerzegovina,BIH,n1254,43.692406,17.732526999999994,Online,Hydro,Unknown,180.0,7.011212621,774.0,0,0,18.0,1.0,1.0,14520,5.8,0.16,180.0,7.011212621,old
TrebinjeIHydroelectricPowerPlantBosniaandHerzegovina,TrebinjeIHydroelectricPowerPlantBosniaandHerzegovina,BIH,n1357,42.706912,18.381028,Online,Hydro,Unknown,180.0,6.704939638,774.0,0,0,18.0,1.0,1.0,14520,5.8,0.16,180.0,6.704939638,old
RamaHydroelectricPowerPlantBosniaandHerzegovina,RamaHydroelectricPowerPlantBosniaandHerzegovina,BIH,n1254,43.747040999999996,17.675838,Online,Hydro,Unknown,160.0,6.384224055,688.0,0,0,16.0,1.0,1.0,14520,5.8,0.16,160.0,6.384224055,old
GrabovicaHydroelectricPowerPlantBosniaandHerzegovina,GrabovicaHydroelectricPowerPlantBosniaandHerzegovina,BIH,n1254,43.5872,17.71886,Online,Hydro,Unknown,115.0,6.987003367000001,494.5,0,0,11.5,1.0,1.0,14520,5.8,0.16,115.0,6.987003367000001,old
BocacHydroelectricPowerPlantBosniaandHerzegovina,BocacHydroelectricPowerPlantBosniaandHerzegovina,BIH,n1372,44.562603,17.135023999999998,Online,Hydro,Unknown,110.0,6.037674215,473.0,0,0,11.0,1.0,1.0,14520,5.8,0.16,110.0,6.037674215,old
MostarHydroelectricPowerPlantBosniaandHerzegovina,MostarHydroelectricPowerPlantBosniaandHerzegovina,BIH,n1254,43.377414,17.844829,Online,Hydro,Unknown,72.0,6.014495629,309.6,0,0,7.2,1.0,1.0,14520,5.8,0.16,72.0,6.014495629,old
FreudenauHydroelectricPowerPlantAustria,FreudenauHydroelectricPowerPlantAustria,AUT,n999,48.1766,16.4814,Online,Hydro,Unknown,172.0,6.620987034,739.6,0,0,17.2,1.0,1.0,14520,5.8,0.16,172.0,6.620987034,old
TuzlaCHPPowerPlantBosniaandHerzegovina,TuzlaCHPPowerPlantBosniaandHerzegovina,BIH,n1365,44.5215,18.6056,Online,Coal,Unknown,0.0,23.52353436,47450.0,8,8,146.0,0.4,0.4,61301,2.1,0.12,730.0,23.52353436,old
KakanjCHPPowerPlantBosniaandHerzegovina,KakanjCHPPowerPlantBosniaandHerzegovina,BIH,n1361,44.08988,18.11426,Online,Coal,Unknown,0.0,22.95794464,29250.0,8,8,90.0,0.4,0.4,61301,2.1,0.12,450.0,22.95794464,old
GackoCoalCHPPowerPlantBosniaandHerzegovina,GackoCoalCHPPowerPlantBosniaandHerzegovina,BIH,n1358,43.1724,18.5128,Online,Coal,Unknown,300.0,24.67120509,19500.0,8,8,60.0,0.4,0.4,61301,2.1,0.12,300.0,24.67120509,old
UgljevikCHPCoalPowerPlantBosniaandHerzegovina,UgljevikCHPCoalPowerPlantBosniaandHerzegovina,BIH,n1365,44.6829,18.9671,Online,Coal,Unknown,300.0,23.46770943,19500.0,8,8,60.0,0.4,0.4,61301,2.1,0.12,300.0,23.46770943,old
DubrovnikHydroelectricPowerPlantBosniaandHerzegovina,DubrovnikHydroelectricPowerPlantBosniaandHerzegovina,BIH,n1357,42.6037,18.2357,Online,Hydro,Unknown,216.0,6.401978586,928.8,0,0,21.6,1.0,1.0,14520,5.8,0.16,216.0,6.401978586,old
TrebinjeIIHydroelectricPowerPlantBosniaandHerzegovina,TrebinjeIIHydroelectricPowerPlantBosniaandHerzegovina,BIH,n1357,42.70664,18.3805,Online,Hydro,Unknown,8.0,6.2473649920000005,34.4,0,0,0.8,1.0,1.0,14520,5.8,0.16,8.0,6.2473649920000005,old
PecMliniHydroelectricPowerPlantBosniaandHerzegovina,PecMliniHydroelectricPowerPlantBosniaandHerzegovina,BIH,n1242,43.3375,17.3261,Online,Hydro,Unknown,30.0,6.404857884,129.0,0,0,3.0,1.0,1.0,14520,5.8,0.16,30.0,6.404857884,old
MostarskoBlatoHydroelectricPowerPlantBosniaandHerzegovina,MostarskoBlatoHydroelectricPowerPlantBosniaandHerzegovina,BIH,n1254,43.2989,17.794,Online,Hydro,Unknown,60.0,6.254461918,258.0,0,0,6.0,1.0,1.0,14520,5.8,0.16,60.0,6.254461918,old
JajceIHidroelektranaBosniaandHerzegovina,JajceIHidroelektranaBosniaandHerzegovina,BIH,n1238,44.37738458,17.28159952,Online,Hydro,Unknown,48.0,6.442782997999999,206.4,0,0,4.8,1.0,1.0,14520,5.8,0.16,48.0,6.442782997999999,old
JajceIIHidroelektranaBosniaandHerzegovin,JajceIIHidroelektranaBosniaandHerzegovin,BIH,n1238,44.427775,17.239535,Online,Hydro,Unknown,30.0,6.862589203,129.0,0,0,3.0,1.0,1.0,14520,5.8,0.16,30.0,6.862589203,old
MaltaOberstufePumpedStoragePowerPlantAustria,MaltaOberstufePumpedStoragePowerPlantAustria,AUT,n1021,47.07901441,13.34329203,Online,Hydro,Unknown,120.0,5.8376983639999995,516.0,0,0,12.0,1.0,1.0,14520,5.8,0.16,120.0,5.8376983639999995,old
MaltaHaupstufe(Rottau)PumpedStoragePowerPlantAustria,MaltaHaupstufe(Rottau)PumpedStoragePowerPlantAustria,AUT,n1021,46.8707,13.3294,Online,Hydro,Unknown,730.0,6.446259184,3139.0,0,0,73.0,1.0,1.0,14520,5.8,0.16,730.0,6.446259184,old
KrupaHydroelectricPowerPlantBosniaandHerzegovina,KrupaHydroelectricPowerPlantBosniaandHerzegovina,BIH,n1372,44.5624,17.135,Online,Hydro,Unknown,48.5,6.1710066370000005,208.55,0,0,4.85,1.0,1.0,14520,5.8,0.16,48.5,6.1710066370000005,old
MaltaUnterstufe(Moellbruecke)HydroelectricPowerPlantAustria,MaltaUnterstufe(Moellbruecke)HydroelectricPowerPlantAustria,AUT,n1021,46.833219,13.360147,Online,Hydro,Unknown,41.0,6.997215105,176.3,0,0,4.1,1.0,1.0,14520,5.8,0.16,41.0,6.997215105,old
PlominThermalPowerPlantCroatia,PlominThermalPowerPlantCroatia,HRV,n1234,45.137,14.164000000000001,Online,Coal,Unknown,0.0,35.80079478,21450.0,8,8,66.0,0.4,0.4,61301,2.1,0.12,330.0,35.80079478,old
SisakThermalPowerPlantCroatia,SisakThermalPowerPlantCroatia,HRV,n1228,45.4538,16.4144,Online,Oil,Unknown,0.0,129.1717498,23100.0,2,4,168.0,1.0,1.0,32151,2.7,0.06,420.0,129.1717498,old
RijekaThermalPowerPlantCroatia,RijekaThermalPowerPlantCroatia,HRV,n1234,45.2862,14.5207,Online,Oil,Unknown,320.0,129.5743487,17600.0,2,4,128.0,1.0,1.0,32151,2.7,0.06,320.0,129.5743487,old
ZagrebTeToCHPPowerPlantCroatia,ZagrebTeToCHPPowerPlantCroatia,HRV,n1229,45.7816,16.0169,Online,Gas,Unknown,328.0,52.33988825,18040.0,2,4,131.2,1.0,1.0,32151,2.7,0.06,328.0,52.33988825,old
ZagrebElToCHPPowerPlantCroatia,ZagrebElToCHPPowerPlantCroatia,HRV,n1229,45.8069,15.9498,Online,Gas,Unknown,86.8,58.21121070000001,4774.0,2,4,34.72,1.0,1.0,0,3.6,0.04,86.8,58.21121070000001,old
JertovecCCGTPowerPlantCroatia,JertovecCCGTPowerPlantCroatia,HRV,n1228,46.0386,16.1814,Online,Gas,Unknown,78.0,56.62065654,4290.0,2,4,31.2,1.0,1.0,0,3.6,0.04,78.0,56.62065654,old
OsijekTETOCHPPowerPlantCroatia,OsijekTETOCHPPowerPlantCroatia,HRV,n1508,45.542,18.7449,Online,Gas,Unknown,89.0,57.57216243,4895.0,2,4,35.6,1.0,1.0,0,3.6,0.04,89.0,57.57216243,old
VarazdinHydroelectricPowerPlantCroatiaCroatia,VarazdinHydroelectricPowerPlantCroatiaCroatia,HRV,n1241,46.3479,16.2684,Online,Hydro,Unknown,94.0,6.621628886,404.2,0,0,9.4,1.0,1.0,14520,5.8,0.16,94.0,6.621628886,old
CakovecHydroelectricPowerPlantCroatiaCroatia,CakovecHydroelectricPowerPlantCroatiaCroatia,HRV,n1241,46.3113,16.4945,Online,Hydro,Unknown,76.0,6.409221351,326.8,0,0,7.6,1.0,1.0,14520,5.8,0.16,76.0,6.409221351,old
DubravaHydroelectricPowerPlantCroatiaCroatia,DubravaHydroelectricPowerPlantCroatiaCroatia,HRV,n1241,46.3205,16.7489,Online,Hydro,Unknown,76.0,7.011494476,326.8,0,0,7.6,1.0,1.0,14520,5.8,0.16,76.0,7.011494476,old
PerucaHydroelectricPowerPlantCroatia,PerucaHydroelectricPowerPlantCroatia,HRV,n1242,43.7951,16.5968,Online,Hydro,Unknown,60.0,6.165631545,258.0,0,0,6.0,1.0,1.0,14520,5.8,0.16,60.0,6.165631545,old
ZakucacHydroelectricPowerPlantCroatia,ZakucacHydroelectricPowerPlantCroatia,HRV,n1242,43.4581,16.7027,Online,Hydro,Unknown,522.0,5.821863417,2244.6,0,0,52.2,1.0,1.0,14520,5.8,0.16,522.0,5.821863417,old
OrlovacHydroelectricPowerPlantCroatia,OrlovacHydroelectricPowerPlantCroatia,HRV,n1242,43.6737,16.784000000000002,Online,Hydro,Unknown,237.0,5.998473074,1019.1,0,0,23.7,1.0,1.0,14520,5.8,0.16,237.0,5.998473074,old
DjaleHydroelectricPowerPlantCroatia,DjaleHydroelectricPowerPlantCroatia,HRV,n1242,43.5745,16.7115,Online,Hydro,Unknown,40.8,6.412256546,175.44,0,0,4.08,1.0,1.0,14520,5.8,0.16,40.8,6.412256546,old
KraljevacHydroelectricPowerPlantCroatia,KraljevacHydroelectricPowerPlantCroatia,HRV,n1242,43.4307,16.8849,Online,Hydro,Unknown,46.4,6.642570095,199.52,0,0,4.64,1.0,1.0,14520,5.8,0.16,46.4,6.642570095,old
JarugaHydroelectricPowerPlantCroatiaCroatia,JarugaHydroelectricPowerPlantCroatiaCroatia,HRV,n1240,43.805,15.9626,Online,Hydro,Unknown,7.2,6.748271805,30.96,0,0,0.72,1.0,1.0,14520,5.8,0.16,7.2,6.748271805,old
MaljackaHydroelectricPowerPlantCroatiaCroatia,MaljackaHydroelectricPowerPlantCroatiaCroatia,HRV,n1240,44.00194000000001,16.019170000000006,Online,Hydro,Unknown,24.0,6.7378501989999995,103.2,0,0,2.4,1.0,1.0,14520,5.8,0.16,24.0,6.7378501989999995,old
GolubicHydroelectricPowerPlantCroatiaCroatia,GolubicHydroelectricPowerPlantCroatiaCroatia,HRV,n1240,44.09,16.2204,Online,Hydro,Unknown,7.5,6.80562769,32.25,0,0,0.75,1.0,1.0,14520,5.8,0.16,7.5,6.80562769,old
VinodolHydroelectricPowerSystemCroatiaCroatia,VinodolHydroelectricPowerSystemCroatiaCroatia,HRV,n1233,45.2286,14.6736,Online,Hydro,Unknown,90.0,6.675162835,387.0,0,0,9.0,1.0,1.0,14520,5.8,0.16,90.0,6.675162835,old
SenjHydroelectricPowerSystemCroatiaCroatia,SenjHydroelectricPowerSystemCroatiaCroatia,HRV,n1236,44.9429,14.9276,Online,Hydro,Unknown,216.0,6.842789434,928.8,0,0,21.6,1.0,1.0,14520,5.8,0.16,216.0,6.842789434,old
OzaljHydroelectricPowerPlantCroatiaCroatia,OzaljHydroelectricPowerPlantCroatiaCroatia,HRV,n1229,45.6143,15.4778,Online,Hydro,Unknown,5.5,6.340557211,23.65,0,0,0.55,1.0,1.0,14520,5.8,0.16,5.5,6.340557211,old
GojakHydroelectricPowerPlantCroatiaCroatia,GojakHydroelectricPowerPlantCroatiaCroatia,HRV,n1235,45.2989,15.2633,Online,Hydro,Unknown,55.5,6.637723985,238.65,0,0,5.55,1.0,1.0,14520,5.8,0.16,55.5,6.637723985,old
SklopeHydroelectricPowerPlantCroatiaCroatia,SklopeHydroelectricPowerPlantCroatiaCroatia,HRV,n1236,44.6895,15.2706,Online,Hydro,Unknown,22.5,5.770428074,96.75,0,0,2.25,1.0,1.0,14520,5.8,0.16,22.5,5.770428074,old
LesceHydroelectricPowerPlantCroatiaCroatia,LesceHydroelectricPowerPlantCroatiaCroatia,HRV,n1235,45.3485,15.3452,Online,Hydro,Unknown,42.3,6.740210187000001,181.89,0,0,4.23,1.0,1.0,14520,5.8,0.16,42.3,6.740210187000001,old
Cheylas(Le)HydroelectricPowerStationFrance,Cheylas(Le)HydroelectricPowerStationFrance,FRA,n434,45.385,5.999,Online,Hydro,Unknown,480.0,6.958309194,2064.0,0,0,48.0,1.0,1.0,14520,5.8,0.16,480.0,6.958309194,old
ShamrockCoalPowerPlantGermany,ShamrockCoalPowerPlantGermany,DEU,n875,51.5283,7.178999999999999,Online,Coal,Unknown,120.0,39.18202986,7800.0,8,8,24.0,0.4,0.4,61301,2.1,0.12,120.0,39.18202986,old
